"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Anguilla","2001","Total men and women","Total coverage","Population census","# 0","Unemployed","0.406","1,11"
"Anguilla","2001","Men","Total coverage","Population census","# 0","Unemployed","0.208","1,11"
"Anguilla","2001","Women","Total coverage","Population census","# 0","Unemployed","0.198","1,11"
"Anguilla","2001","Rates, total","Total coverage","Population census","# 0","Unemployed","6.7","1,11"
"Anguilla","2001","Rates, men","Total coverage","Population census","# 0","Unemployed","6.5","1,11"
"Anguilla","2001","Rates, women","Total coverage","Population census","# 0","Unemployed","7","1,11"
"Anguilla","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","0.557","1,10"
"Anguilla","1999","Men","Total coverage","Labour force survey","# 0","Unemployed","0.159","1,10"
"Anguilla","1999","Women","Total coverage","Labour force survey","# 0","Unemployed","0.398","1,10"
"Anguilla","1999","Rates, total","Total coverage","Labour force survey","# 0","Unemployed","8.3","1,10"
"Anguilla","1999","Rates, men","Total coverage","Labour force survey","# 0","Unemployed","4.6","1,10"
"Anguilla","1999","Rates, women","Total coverage","Labour force survey","# 0","Unemployed","12.1","1,10"
"Anguilla","1992","Total men and women","Total coverage","Population census","# 0","Unemployed","0.322","1,11"
"Anguilla","1992","Men","Total coverage","Population census","# 0","Unemployed","0.156","1,11"
"Anguilla","1992","Women","Total coverage","Population census","# 0","Unemployed","0.166","1,11"
"Anguilla","1984","Total men and women","Total coverage","Population census","# 0","Unemployed","0.724","1,11"
"Anguilla","1984","Men","Total coverage","Population census","# 0","Unemployed","0.356","1,11"
"Anguilla","1984","Women","Total coverage","Population census","# 0","Unemployed","0.368","1,11"
"Anguilla","1974","Total men and women","Total coverage","Population census","# 0","Unemployed","0.785","1,11"
"Anguilla","1974","Men","Total coverage","Population census","# 0","Unemployed","0.454","1,11"
"Anguilla","1974","Women","Total coverage","Population census","# 0","Unemployed","0.331","1,11"
"Lao People's Dem. Rep.","2005","Total men and women","Total coverage","Population census","# 0","Unemployed","37.54","1,12"
"Lao People's Dem. Rep.","2005","Men","Total coverage","Population census","# 0","Unemployed","18.62","1,12"
"Lao People's Dem. Rep.","2005","Women","Total coverage","Population census","# 0","Unemployed","18.91","1,12"

"footnoteSeqID","Footnote"
"1","Persons aged 15 years and over."
"2","Dec. of each year."
"3","April."
"4","Sep. of each year."
"5","Persons aged 16 to 60 years."
"6","Third quarter."
"7","Persons aged 16 years and over."
"8","Persons aged 14 years and over."
"9","July."
"10","Sep."
"11","May."
"12","Jan."
